Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
13513,8/7/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,6,2468,South
13514,8/7/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,24,3428,Central
13515,8/7/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,20,4387,Central
13516,8/8/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,14,11334,South
13517,8/8/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,24,5347,South
13518,8/8/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,24,2294,West
13519,8/8/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,30,9241,Central
13520,8/8/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),27,10201,Central
13521,8/8/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),16,4214,Central
13522,8/8/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,28,8108,East
13523,8/8/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),22,2120,Central
13524,8/8/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,19,6014,West
13525,8/8/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,13,10027,South
13526,8/8/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,28,10987,North
13527,8/9/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,30,7934,South
13528,8/9/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,26,4881,West
13529,8/9/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,24,5841,North
13530,8/9/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),1,2788,South
13531,8/9/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,28,6800,Central
13532,8/9/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,14,3747,North
13533,8/9/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),7,7760,West
13534,8/9/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),7,4707,East
13535,8/9/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,28,5667,West
13536,8/9/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,5,2614,West
13537,8/9/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,10,9561,North
13538,8/9/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,15,3574,West
13539,8/9/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,16,10521,East
13540,8/10/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,25,4534,North
13541,8/10/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,2,11481,North
13542,8/10/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,27,2440,North
13543,8/10/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),28,9387,North
13544,8/10/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),7,6334,Central
13545,8/10/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,27,10347,East
13546,8/10/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),29,7294,East
13547,8/10/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,26,11307,North
13548,8/10/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,14,5201,North
13549,8/10/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,12,9214,West
13550,8/10/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,22,6161,Central
13551,8/10/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,26,3108,East
13552,8/11/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,17,7120,North
13553,8/11/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,23,4067,North
13554,8/11/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,17,5027,South
13555,8/12/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,22,11974,East
13556,8/12/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,16,5987,North
13557,8/12/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),14,2934,East
13558,8/12/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,11,9881,North
13559,8/12/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),10,3894,West
13560,8/12/2017,79,A5 Notebooks,240x180 Design,Soft,Double line,22,4853,West
13561,8/12/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),7,8747,West
13562,8/12/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,1,2760,East
13563,8/13/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,3,9707,North
13564,8/13/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,1,10667,West
13565,8/13/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,7,7614,East
13566,8/13/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,18,11627,Central
13567,8/14/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,9,8574,Central
13568,8/14/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,28,5521,West
13569,8/14/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,10,9533,East
13570,8/14/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,30,3427,South
13571,8/14/2017,147,A4 Notebooks,297x210 Design,Soft,Single Line,30,7440,North
13572,8/14/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,13,4387,West
13573,8/14/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,22,8400,East
13574,8/14/2017,144,A4 Notebooks,297x210 Design,Soft,Single Line,15,5347,North
13575,8/14/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,29,2294,East
13576,8/14/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,17,6307,North
13577,8/14/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,3,10201,West
13578,8/15/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,21,4213,West
13579,8/15/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),7,11160,West
13580,8/15/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,6,5173,South
13581,8/15/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),16,2120,Central
13582,8/15/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,30,9067,South
13583,8/15/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,6,3080,West
13584,8/15/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,25,6974,South
13585,8/15/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),6,10987,West
13586,8/15/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,28,7934,West
13587,8/15/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,26,11946,East
13588,8/16/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,23,8893,West
13589,8/17/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),21,5840,Central
13590,8/17/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,9,9853,South
13591,8/17/2017,179,Practical Books,215x265 Design,Hard,Biology,24,3747,South
13592,8/17/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),6,7760,South
13593,8/17/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,9,4707,North
13594,8/17/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,7,8720,South
13595,8/17/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,22,5667,South
13596,8/17/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),1,2614,South
13597,8/17/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,21,6626,East
13598,8/17/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,29,10520,North
13599,8/18/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,5,4533,West
13600,8/18/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,26,11480,Central
13601,8/18/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,25,5493,Central
13602,8/18/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,28,2440,East
13603,8/18/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,2,9387,North
13604,8/18/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),28,3400,South
13605,8/18/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),20,7294,East
13606,8/19/2017,180,Practical Books,215x265 Design,Hard,Biology,30,11306,East
13607,8/19/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,1,8253,North
13608,8/19/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,15,2266,South
13609,8/19/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,25,9213,West
13610,8/20/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,5,6160,East
13611,8/20/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,15,10173,East
13612,8/20/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,17,4067,East
13613,8/20/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,16,8080,West
13614,8/20/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,17,5027,Central
13615,8/20/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),20,9040,South
13616,8/21/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,13,5987,North
13617,8/21/2017,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,13,2933,Central
13618,8/21/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,20,3893,South
13619,8/22/2017,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,2,10840,Central
13620,8/22/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,25,4853,Central
13621,8/22/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,10,11800,East
13622,8/22/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,20,5813,North
13623,8/22/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,23,2760,Central
13624,8/22/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,3,9707,South
13625,8/22/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,14,10667,North
13626,8/22/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,21,7614,Central
13627,8/22/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,18,11626,South
13628,8/22/2017,148,A4 Notebooks,297x210 Design,Soft,Four lines,16,8573,South
13629,8/22/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,9,2586,South
13630,8/22/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,20,9533,North
13631,8/23/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,5,6480,Central
13632,8/23/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,25,7440,Central
13633,8/23/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,23,8400,North
13634,8/23/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,4,5347,Central
13635,8/23/2017,180,Practical Books,215x265 Design,Hard,Biology,7,9359,North
13636,8/23/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,15,6306,Central
13637,8/23/2017,147,A4 Notebooks,297x210 Design,Soft,Single Line,24,3253,Central
13638,8/23/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,12,7266,South
13639,8/23/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),8,11160,North
13640,8/23/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,26,5173,West
13641,8/23/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,1,2120,East
13642,8/23/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,22,6133,Central
13643,8/23/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,25,3080,South
13644,8/24/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),6,10027,North
13645,8/24/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,6,4039,West
13646,8/24/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,30,10986,West
13647,8/24/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,19,11946,South
13648,8/24/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,29,8893,North
13649,8/25/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,6,2906,West
13650,8/25/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,21,9853,Central
13651,8/25/2017,5,Small Notebooks,190x155 Design,Hard,Double line,10,6800,South
13652,8/25/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,10,10813,East
13653,8/26/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,19,7760,Central
13654,8/26/2017,181,Practical Books,215x265 Design,Hard,Physics,11,8719,North
13655,8/26/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,14,5666,North
13656,8/26/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),10,9679,Central
13657,8/26/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),2,6626,East
13658,8/26/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,12,3573,Central
13659,8/26/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),10,7586,North
13660,8/26/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,11,11480,Central
13661,8/26/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,19,5493,South
13662,8/26/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,18,2440,East
13663,8/26/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),28,6452,South
13664,8/26/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),25,3399,Central
13665,8/27/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),7,10346,West
13666,8/28/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,4,4359,East
13667,8/28/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),19,11306,South
13668,8/28/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),7,2266,West
13669,8/28/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,27,9213,North
13670,8/28/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,24,3226,North
13671,8/28/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,21,10173,Central
13672,8/28/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,24,7120,North
13673,8/28/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,9,11132,South
13674,8/28/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,21,5026,East
13675,8/28/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,10,9039,East
13676,8/28/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),17,5986,South
13677,8/28/2017,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,21,9999,East
13678,8/28/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,6946,West
13679,8/28/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,14,3893,East
13680,8/28/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,15,7906,North
13681,8/29/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,9,11800,East
13682,8/29/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),8,5812,Central
13683,8/29/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,2,2759,West
13684,8/29/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,15,6772,West
13685,8/29/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,24,3719,South
13686,8/30/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,16,10666,Central
13687,8/30/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),17,4679,East
13688,8/30/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),13,8573,West
13689,8/30/2017,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,14,2586,Central
13690,8/30/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,9,9533,North
13691,8/30/2017,85,A5 Notebooks,240x180 Design,Soft,Four lines,2,3546,South
13692,8/30/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,22,10492,North
13693,8/30/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),10,7439,North
13694,8/30/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,28,8399,South
13695,8/30/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,17,5346,North
13696,8/30/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,24,9359,West
13697,8/31/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,11,6306,North
13698,8/31/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,4,10319,East
13699,8/31/2017,183,Practical Books,215x265 Design,Hard,Combined,21,7266,South
13700,8/31/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,18,4213,South
13701,8/31/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,13,5173,East
13702,8/31/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,25,2119,North
13703,8/31/2017,92,A5 Notebooks,240x180 Design,Soft,Medium Square,23,6132,Central
13704,8/31/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),5,3079,North
13705,8/31/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,15,4039,North
13706,9/1/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,2,4999,North
13707,9/1/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,16,11946,North
13708,9/1/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),18,8893,East
13709,9/1/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,22,2906,South
13710,9/1/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,13,9853,North
13711,9/1/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,27,3865,South
13712,9/1/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,30,7759,Central
13713,9/1/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,9,11772,South
13714,9/1/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,8,8719,North
13715,9/1/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,18,5666,West
13716,9/2/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,24,9679,Central
13717,9/2/2017,85,A5 Notebooks,240x180 Design,Soft,Four lines,18,6626,Central
13718,9/2/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,12,10639,West
13719,9/2/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,14,7586,South
13720,9/2/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,15,8545,North
13721,9/2/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,27,5492,South
13722,9/2/2017,182,Practical Books,215x265 Design,Hard,Physics,9,2439,North
13723,9/2/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,18,6452,North
13724,9/2/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),13,3399,East
13725,9/2/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,13,7412,East
13726,9/2/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,11,4359,South
13727,9/2/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,18,5319,North
13728,9/2/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,15,2266,West
13729,9/2/2017,144,A4 Notebooks,297x210 Design,Soft,Single Line,29,9213,West
13730,9/3/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,11,3225,East
13731,9/3/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,24,10172,North
13732,9/3/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,4,4185,West
13733,9/3/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,2,11132,East
13734,9/3/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,17,8079,West
13735,9/3/2017,68,A5 Notebooks,240x180 Design,Soft,Single Line,23,9039,South
13736,9/3/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,3,5986,South
13737,9/4/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,21,9999,Central
13738,9/4/2017,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,6,6946,Central
