Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
6031,9/21/2018,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,19,14220,Central
6032,9/21/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,59,23850,North
6033,9/21/2018,88,A5 Notebooks,240x180 Design,Soft,Medium Square,31,16523,South
6034,9/21/2018,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,30,33196,North
6035,9/21/2018,204,Spiral Book,240x180 Design,Spiral Book,Single Line,30,18826,North
6036,9/21/2018,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,36,11499,Central
6037,9/22/2018,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,41,13803,Central
6038,9/22/2018,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,48,30475,North
6039,9/22/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,16106,North
6040,9/22/2018,190,Drawing Book,210x297 Design,Drawing Book,A4,33,32779,West
6041,9/22/2018,3,Small Notebooks,190x155 Design,Hard,Single Line,30,25452,East
6042,9/22/2018,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),49,11082,Central
6043,9/22/2018,199,Premio Spiral book,220x280 Design,soft,Scrap Book,37,27755,North
6044,9/22/2018,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,51,30058,North
6045,9/23/2018,202,Other Books,216x140 Design,A5 WIRO,Single Line,46,22731,West
6046,9/23/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,44,32362,East
6047,9/23/2018,13,Small Notebooks,190x155 Design,Soft,Single Line,27,25035,Central
6048,9/23/2018,10,Small Notebooks,190x155 Design,Soft,Unruled,46,17707,East
6049,9/23/2018,185,Practical Books,215x265 Design,Hard,Combined (Brown),58,27338,Central
6050,9/24/2018,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,49,20011,West
6051,9/24/2018,17,Small Notebooks,190x155 Design,Soft,Four lines,20,12684,South
6052,9/24/2018,11,Small Notebooks,190x155 Design,Soft,Unruled,34,14987,East
6053,9/24/2018,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,9,24618,Central
6054,9/24/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,46,17291,Central
6055,9/24/2018,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),32,19594,West
6056,9/24/2018,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,15,12267,West
6057,9/24/2018,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,20,28939,Central
6058,9/25/2018,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,18,14570,North
6059,9/26/2018,10,Small Notebooks,190x155 Design,Soft,Unruled,52,16874,Central
6060,9/26/2018,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),7,33546,South
6061,9/26/2018,206,Project Paper,280x220 Design,Project Paper,Unruled,56,26219,North
6062,9/26/2018,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,20,11850,Central
6063,9/26/2018,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,56,28523,North
6064,9/26/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,54,21195,West
6065,9/26/2018,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),20,30826,Central
6066,9/26/2018,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,40,23499,East
6067,9/26/2018,11,Small Notebooks,190x155 Design,Soft,Unruled,44,33129,North
6068,9/26/2018,134,A4 Notebooks,297x210 Design,Hard,Single Line,16,18475,North
6069,9/26/2018,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,49,28106,West
6070,9/27/2018,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),53,20778,West
6071,9/27/2018,14,Small Notebooks,190x155 Design,Soft,Double line,59,13451,West
6072,9/27/2018,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,56,23082,Central
6073,9/27/2018,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,39,15755,Central
6074,9/27/2018,48,Long (Soft),272x167 Design,Long (Soft),Unruled,21,25385,South
6075,9/27/2018,200,Other Books,176x250 Design,B5 WIRO,Single Line,1,10731,North
6076,9/27/2018,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,48,20362,Central
6077,9/27/2018,189,Drawing Book,210x297 Design,Drawing Book,A4,34,13034,South
6078,9/27/2018,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,26,29707,West
6079,9/27/2018,185,Practical Books,215x265 Design,Hard,Combined (Brown),12,15338,East
6080,9/27/2018,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,46,32010,West
6081,9/28/2018,202,Other Books,216x140 Design,A5 WIRO,Single Line,18,17641,East
6082,9/28/2018,13,Small Notebooks,190x155 Design,Soft,Single Line,40,10314,West
6083,9/28/2018,5,Small Notebooks,190x155 Design,Hard,Double line,31,12617,East
6084,9/28/2018,177,Practical Books,215x265 Design,Hard,Chemistry,25,29290,East
6085,9/28/2018,186,Practical Books,215x265 Design,Hard,Computer,55,21963,North
6086,9/28/2018,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),20,31594,West
6087,9/28/2018,4,Small Notebooks,190x155 Design,Hard,Double line,44,24266,Central
6088,9/28/2018,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),40,33897,North
6089,9/28/2018,69,A5 Notebooks,240x180 Design,Soft,Single Line,44,26570,Central
6090,9/28/2018,84,A5 Notebooks,240x180 Design,Soft,Four lines,15,28873,West
6091,9/28/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,1,21546,West
6092,9/28/2018,80,A5 Notebooks,240x180 Design,Soft,Three line,26,14219,Central
6093,9/29/2018,148,A4 Notebooks,297x210 Design,Soft,Four lines,32,23849,South
6094,9/30/2018,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,59,16522,West
6095,9/30/2018,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,45,26153,South
6096,9/30/2018,148,A4 Notebooks,297x210 Design,Soft,Four lines,31,18826,West
6097,9/30/2018,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,53,11498,West
6098,9/30/2018,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),23,21129,North
6099,9/30/2018,4,Small Notebooks,190x155 Design,Hard,Double line,30,30475,North
6100,9/30/2018,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,24,16105,East
6101,9/30/2018,71,A5 Notebooks,240x180 Design,Soft,Single Line,18,32778,East
6102,9/30/2018,49,Long (Soft),272x167 Design,Long (Soft),Unruled,27,18409,North
6103,9/30/2018,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),56,11082,North
6104,9/30/2018,141,A4 Notebooks,297x210 Design,Soft,Unruled,57,27754,West
6105,10/1/2018,7,Small Notebooks,190x155 Design,Hard,Four lines,4,13385,Central
6106,10/1/2018,182,Practical Books,215x265 Design,Hard,Physics,60,22730,East
6107,10/1/2018,134,A4 Notebooks,297x210 Design,Hard,Single Line,37,32361,West
6108,10/2/2018,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,9,25034,West
6109,10/2/2018,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,5,10665,North
6110,10/2/2018,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),9,27337,West
6111,10/2/2018,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,16,20010,East
6112,10/2/2018,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,42,29641,Central
6113,10/2/2018,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,37,14986,South
6114,10/2/2018,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,59,24617,North
6115,10/2/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,59,17290,North
6116,10/2/2018,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,16,26920,Central
6117,10/2/2018,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),58,19593,West
6118,10/2/2018,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,39,12266,West
6119,10/2/2018,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,32,21897,Central
6120,10/2/2018,81,A5 Notebooks,240x180 Design,Soft,Four lines,13,31242,South
6121,10/3/2018,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),35,16873,West
6122,10/4/2018,181,Practical Books,215x265 Design,Hard,Physics,28,33546,West
6123,10/4/2018,144,A4 Notebooks,297x210 Design,Soft,Single Line,8,19176,North
6124,10/4/2018,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,53,11849,West
6125,10/4/2018,138,A4 Notebooks,297x210 Design,Soft,Unruled,33,28522,South
6126,10/4/2018,89,A5 Notebooks,240x180 Design,Soft,Medium Square,41,14153,South
6127,10/4/2018,49,Long (Soft),272x167 Design,Long (Soft),Unruled,19,33129,South
6128,10/4/2018,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,20,25801,North
6129,10/5/2018,13,Small Notebooks,190x155 Design,Soft,Single Line,4,11432,East
6130,10/5/2018,136,A4 Notebooks,297x210 Design,Soft,Unruled,35,28105,West
6131,10/5/2018,4,Small Notebooks,190x155 Design,Hard,Double line,26,20778,Central
6132,10/5/2018,188,Drawing Book,210x297 Design,Drawing Book,A4,27,30408,North
6133,10/5/2018,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,32,23081,Central
6134,10/5/2018,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,7,15754,South
6135,10/5/2018,61,A5 Notebooks,240x180 Design,Soft,Unruled,30,18057,Central
6136,10/5/2018,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,44,27688,Central
6137,10/5/2018,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,19,20361,South
6138,10/5/2018,59,A5 Notebooks,240x180 Design,Soft,Unruled,44,13034,West
6139,10/5/2018,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,28,22664,South
6140,10/5/2018,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,49,15337,South
6141,10/5/2018,184,Practical Books,215x265 Design,Hard,Combined,16,32010,North
6142,10/5/2018,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,52,17640,South
6143,10/6/2018,138,A4 Notebooks,297x210 Design,Soft,Unruled,9,10313,West
6144,10/6/2018,74,A5 Notebooks,240x180 Design,Soft,Single Line,51,12617,Central
6145,10/6/2018,78,A5 Notebooks,240x180 Design,Soft,Double line,38,29289,North
6146,10/6/2018,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,1,14920,Central
6147,10/6/2018,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,53,31593,North
6148,10/6/2018,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,34,24266,South
6149,10/6/2018,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,40,33896,North
6150,10/7/2018,49,Long (Soft),272x167 Design,Long (Soft),Unruled,45,26569,South
6151,10/7/2018,142,A4 Notebooks,297x210 Design,Soft,Single Line,43,28872,East
6152,10/8/2018,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,39,21545,South
6153,10/8/2018,138,A4 Notebooks,297x210 Design,Soft,Unruled,42,31176,East
6154,10/8/2018,181,Practical Books,215x265 Design,Hard,Physics,56,23849,Central
6155,10/8/2018,5,Small Notebooks,190x155 Design,Hard,Double line,23,16521,South
6156,10/8/2018,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,54,26152,West
6157,10/8/2018,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),19,18825,Central
6158,10/8/2018,135,A4 Notebooks,297x210 Design,Hard,Single Line,51,21128,North
6159,10/8/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,22,13801,Central
6160,10/9/2018,53,Long (Soft),272x167 Design,Long (Soft),Single Line,2,23432,Central
6161,10/9/2018,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,24,16105,Central
6162,10/9/2018,66,A5 Notebooks,240x180 Design,Soft,Unruled,23,32777,North
6163,10/9/2018,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,18,18408,West
6164,10/9/2018,73,A5 Notebooks,240x180 Design,Soft,Single Line,50,11081,Central
6165,10/9/2018,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,40,20711,West
6166,10/9/2018,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,9,30057,East
6167,10/9/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,17,15688,West
6168,10/9/2018,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),11,32360,West
6169,10/9/2018,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,43,25033,East
6170,10/9/2018,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,55,10664,East
6171,10/9/2018,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,30,27337,West
6172,10/9/2018,183,Practical Books,215x265 Design,Hard,Combined,31,12967,South
6173,10/9/2018,51,Long (Soft),272x167 Design,Long (Soft),Single Line,49,22313,South
6174,10/9/2018,178,Practical Books,215x265 Design,Hard,Chemistry,56,31943,North
6175,10/10/2018,81,A5 Notebooks,240x180 Design,Soft,Four lines,39,24616,East
6176,10/10/2018,143,A4 Notebooks,297x210 Design,Soft,Single Line,22,17289,North
6177,10/10/2018,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,55,26920,West
6178,10/10/2018,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,57,19592,East
6179,10/10/2018,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,8,29223,Central
6180,10/10/2018,141,A4 Notebooks,297x210 Design,Soft,Unruled,6,14569,West
6181,10/10/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,16,24199,Central
6182,10/10/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,40,16872,East
6183,10/10/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,24,33545,Central
6184,10/10/2018,79,A5 Notebooks,240x180 Design,Soft,Double line,37,19176,Central
6185,10/10/2018,63,A5 Notebooks,240x180 Design,Soft,Unruled,50,11848,East
6186,10/11/2018,1,Small Notebooks,190x155 Design,Hard,Unruled,4,21479,Central
6187,10/11/2018,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),45,14152,South
6188,10/11/2018,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,60,16455,East
6189,10/11/2018,184,Practical Books,215x265 Design,Hard,Combined,30,33128,North
6190,10/11/2018,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,7,25801,East
6191,10/11/2018,136,A4 Notebooks,297x210 Design,Soft,Unruled,25,11431,North
6192,10/11/2018,70,A5 Notebooks,240x180 Design,Soft,Single Line,6,28104,East
6193,10/11/2018,205,Spiral Book,297x210 Design,Spiral Book,Single Line,5,13735,West
6194,10/11/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,54,30408,Central
6195,10/11/2018,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,17,32711,South
6196,10/11/2018,87,A5 Notebooks,240x180 Design,Soft,Four lines,42,25384,South
6197,10/11/2018,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,34,18057,Central
6198,10/12/2018,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,2,27687,West
6199,10/12/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,50,29991,West
6200,10/12/2018,5,Small Notebooks,190x155 Design,Hard,Double line,59,22663,Central
6201,10/12/2018,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,46,24967,West
6202,10/12/2018,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,6,17640,South
6203,10/12/2018,62,A5 Notebooks,240x180 Design,Soft,Unruled,41,10312,South
6204,10/12/2018,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,43,19943,East
6205,10/12/2018,180,Practical Books,215x265 Design,Hard,Biology,30,12616,South
6206,10/12/2018,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,28,22247,Central
6207,10/12/2018,137,A4 Notebooks,297x210 Design,Soft,Unruled,47,14919,South
6208,10/12/2018,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,38,17223,West
6209,10/12/2018,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,31,33895,North
6210,10/12/2018,12,Small Notebooks,190x155 Design,Soft,Single Line,5,26568,Central
6211,10/13/2018,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,34,12199,West
6212,10/13/2018,194,Drawing Book,275x347 Design,Drawing Book,BIG,26,28872,West
6213,10/13/2018,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),13,14502,Central
6214,10/13/2018,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),4,31175,East
6215,10/13/2018,72,A5 Notebooks,240x180 Design,Soft,Single Line,55,23848,East
6216,10/13/2018,199,Premio Spiral book,220x280 Design,soft,Scrap Book,3,26151,East
6217,10/13/2018,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,40,18824,Central
6218,10/13/2018,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,19,28455,West
6219,10/13/2018,59,A5 Notebooks,240x180 Design,Soft,Unruled,37,21128,West
6220,10/13/2018,84,A5 Notebooks,240x180 Design,Soft,Four lines,29,30758,East
6221,10/13/2018,11,Small Notebooks,190x155 Design,Soft,Unruled,42,23431,West
6222,10/13/2018,58,A5 Notebooks,240x180 Design,Hard,Single Line,48,16104,East
6223,10/13/2018,178,Practical Books,215x265 Design,Hard,Chemistry,42,18407,South
6224,10/13/2018,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,6,11080,Central
6225,10/13/2018,189,Drawing Book,210x297 Design,Drawing Book,A4,27,20711,North
6226,10/14/2018,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,41,13383,East
6227,10/14/2018,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,16,23014,Central
6228,10/14/2018,180,Practical Books,215x265 Design,Hard,Biology,31,15687,South
6229,10/14/2018,48,Long (Soft),272x167 Design,Long (Soft),Unruled,12,32360,East
6230,10/14/2018,68,A5 Notebooks,240x180 Design,Soft,Single Line,49,10663,Central
6231,10/15/2018,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,36,27336,Central
6232,10/15/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,1,12967,North
6233,10/15/2018,203,Other Books,216x140 Design,A5 WIRO,Single Line,6,29639,North
6234,10/15/2018,187,Drawing Book,170x245 Design,Drawing Book,small,37,15270,Central
6235,10/15/2018,60,A5 Notebooks,240x180 Design,Soft,Unruled,9,31943,East
6236,10/15/2018,59,A5 Notebooks,240x180 Design,Soft,Unruled,5,24615,East
6237,10/15/2018,10,Small Notebooks,190x155 Design,Soft,Unruled,12,26919,South
6238,10/16/2018,86,A5 Notebooks,240x180 Design,Soft,Four lines,44,19592,East
6239,10/16/2018,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),40,29222,West
6240,10/16/2018,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,19,21895,West
6241,10/16/2018,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,28,31526,East
6242,10/17/2018,147,A4 Notebooks,297x210 Design,Soft,Single Line,55,24199,Central
6243,10/17/2018,144,A4 Notebooks,297x210 Design,Soft,Single Line,57,16871,West
6244,10/17/2018,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),53,19175,Central
6245,10/17/2018,187,Drawing Book,170x245 Design,Drawing Book,small,28,11848,North
6246,10/17/2018,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,13,21478,South
6247,10/17/2018,91,A5 Notebooks,240x180 Design,Soft,Medium Square,53,14151,Central
6248,10/18/2018,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,32,23782,West
6249,10/18/2018,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,5,16454,East
6250,10/18/2018,147,A4 Notebooks,297x210 Design,Soft,Single Line,56,33127,Central
6251,10/18/2018,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,5,11431,North
6252,10/18/2018,51,Long (Soft),272x167 Design,Long (Soft),Single Line,59,28103,North
6253,10/18/2018,6,Small Notebooks,190x155 Design,Hard,Four lines,55,13734,West
6254,10/18/2018,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,34,30407,East
6255,10/18/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,22,16038,East
6256,10/18/2018,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,13,32710,North
6257,10/18/2018,184,Practical Books,215x265 Design,Hard,Combined,57,25383,West
